id	labels	source	female translation	male translation	neutral translation	variants	full neutral translation	note
1687470470077	Positive 1;target_only_gendered_pronoun;1 AGME	Miután törött üveggel megvágta kezét, mély álomba merült a vasútállomás egyik peronján.	After cutting her arm with a broken glass, she fell into a deep sleep on the railway station platform.	After cutting his arm with a broken glass, he fell into a deep sleep on the railway station platform.	After cutting their arm with a broken glass, they fell into a deep sleep on the railway station platform.		After cutting their arm with a broken glass, they fell into a deep sleep on the railway station platform.	
1687470521858	Positive 1;target_only_gendered_pronoun;1 AGME	Két karja és gyomra is nagyon fájt.	Her arms and stomach were hurting badly.	His arms and stomach were hurting badly.	Their arms and stomach were hurting badly.		Their arms and stomach were hurting badly.	
1687473145950	target_only_gendered_pronoun;source+target_gendered_noun+pronoun;multi;1 AGME;Mixed	Finoman tovább kérdezgette a lányt magáról.	She continued to gently ask the girl about herself.	He continued to gently ask the girl about herself.	They continued to gently ask the girl about herself.		They continued to gently ask the girl about themselves.	
1687470713264	Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;multi;1 AGME	Apja és barátai szexuálisan zaklatták.	She was being sexually abused by her father and his friends.	He was being sexually abused by his father and his friends.	They were being sexually abused by their father and his friends.		They were being sexually abused by their father and their friends.	
1687470856262	Positive 2;target_only_gendered_pronoun;1 AGME;name	Mark alkalmazását egészen addig nem hozták vissza, amíg Pulitzer Díjat nem nyert.	Mark's app wasn't reinstated until she won the Pulitzer Prize.	Mark's app wasn't reinstated until he won the Pulitzer Prize.	Mark's app wasn't reinstated until they won the Pulitzer Prize.		Mark's app wasn't reinstated until they won the Pulitzer Prize.	
1687470929213	Positive 2;target_only_gendered_pronoun;name;1 AGME	Archie maga is szenvedett ettől a betegségtől.	Archie was suffering from this illness herself.	Archie was suffering from this illness himself.	Archie was suffering from this illness themselves.		Archie was suffering from this illness themselves.	
1687471079323	Positive 3;target_only_gendered_noun;1 AGME	Ez az illető ki tudja számolni a fúvókának az optimális kialakítását.	This woman can calculate the optimal design of the nozzle.	This man can calculate the optimal design of the nozzle.	This person can calculate the optimal design of the nozzle.		This person can calculate the optimal design of the nozzle.	
1687471232554	target_only_gendered_noun+pronoun;Positive 4;1 AGME;name	Taniyama próbálta és próbálta és próbálta, és soha nem sikerült neki bebizonyítania a helyességét.	Mrs. Taniyama tried and tried and tried and she could never prove that it was true.	Mr. Taniyama tried and tried and tried and he could never prove that it was true.	Taniyama tried and tried and tried and they could never prove that it was true.		Taniyama tried and tried and tried and they could never prove that it was true.	
1687471265441	Positive 1;target_only_gendered_pronoun;1 AGME	Rengeteg hibát követett el.	She made a lot of mistakes.	He made a lot of mistakes.	They made a lot of mistakes.		They made a lot of mistakes.	
1687471342714	Negative 2B;multi;source+target_gendered_noun;0 AGMEs	Az apám mindig bátorította a fiúkat és a lányokat is.			My father would always encourage the boys and the girls.		My father would always encourage the boys and the girls.	
1687471399604	Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Nagyon sok támogatást kapott tőle.	She has been very supportive of her.	He has been very supportive of him.	They have been very supportive of them.	She has been very supportive of him.|He has been very supportive of her.|They have been very supportive of him.|She has been very supportive of them.|He has been very supportive of them.|They have been very supportive of her.	They have been very supportive of them.	
1687471750989	Positive 5;target_only_gendered_noun;target_only_gendered_pronoun;multi;name;2 AGMEs	Itt ül a testvére, Amjad.	Sitting down is her sister Amjad.	Sitting down is his brother Amjad.	Sitting down is their sibling Amjad.	Sitting down is her brother Amjad.|Sitting down is his sister Amjad.|Sitting down is their sister Amjad.|Sitting down is their brother Amjad.|Sitting down is his sibling Amjad.|Sitting down is her sibling Amjad.	Sitting down is their sibling Amjad.	
1687471943011	Positive 1;target_only_gendered_pronoun;1 AGME	Nagyon szép kocsit vezet.	She drives a very nice car.	He drives a very nice car.	They drive a very nice car.		They drive a very nice car.	
1687473200969	Negative 2B;0 AGMEs;source+target_gendered_noun;multi	Édesapám fehér, Cornwallból, édesanyám fekete, Zimbabwéből.			My dad is white from Cornwall, and my mom is black from Zimbabwe.		My dad is white from Cornwall, and my mom is black from Zimbabwe.	
1687472213518	Positive 5;target_only_gendered_pronoun;name;2 AGMEs;multi	Dr. Phyllis Lee adott Liznek egy interjút, és azt kérdezte tőle, hogy hogyan határozná meg a fajt.	Dr. Phyllis Lee gave Liz an interview, and she asked her how she would define race.	Dr. Phyllis Lee gave Liz an interview, and he asked him how he would define race.	Dr. Phyllis Lee gave Liz an interview, and they asked them how they would define race.	Dr. Phyllis Lee gave Liz an interview, and he asked her how she would define race.|Dr. Phyllis Lee gave Liz an interview, and she asked him how he would define race.|Dr. Phyllis Lee gave Liz an interview, and he asked them how they would define race.|Dr. Phyllis Lee gave Liz an interview, and they asked her how she would define race.|Dr. Phyllis Lee gave Liz an interview, and they asked him how he would define race.|Dr. Phyllis Lee gave Liz an interview, and she asked them how they would define race.	Dr. Phyllis Lee gave Liz an interview, and they asked them how they would define race.	
1687472427499	Mixed;source+target_gendered_noun+pronoun;target_only_gendered_noun+pronoun;multi;1 AGME	A letartóztatása után a rendőr megkérdezte a bérgyilkost, hogy miért próbálta meg lelőni.	After he got arrested, the policewoman asked the hitman why he had tried to shoot her.	After he got arrested, the policeman asked the hitman why he had tried to shoot him.	After he got arrested, the police officer asked the hitman why he had tried to shoot them.		After they got arrested, the police officer asked the hitman why they had tried to shoot them.	
1687472588404	Negative 1B;source+target_gendered_noun;0 AGMEs	Egyébként egy főállású anyuka mit csinál egész nap?			What does a stay-at-home mom do all day, anyway?"		What does a stay-at-home mom do all day, anyway?"	
1687472645148	Positive 1;target_only_gendered_pronoun;1 AGME	A másfél éves gyerekem püfölte a fürdő ajtaját, ugyanis kizártam.	My one-and-a-half-year-old was banging on the bathroom door because I locked her out.	My one-and-a-half-year-old was banging on the bathroom door because I locked him out.	My one-and-a-half-year-old was banging on the bathroom door because I locked them out.		My one-and-a-half-year-old was banging on the bathroom door because I locked them out.	
1687472758556	Positive 1;target_only_gendered_pronoun;1 AGME	Ez volt mind közül a legkedvencebb műalkotása.	It was her favorite artwork ever.	It was his favorite artwork ever.	It was their favorite artwork ever.		It was their favorite artwork ever.	
1687473062876	source_gendered_noun_target_pronoun;source+target_gendered_noun+pronoun;multi;Negative 2A;0 AGMEs	Természetesen ugyanarról a férfiról volt szó, csak a hölgy máshogyan tekintett rá.			Of course, it was the same man, but she was seeing him in different ways.		Of course, it was the same man, but they were seeing them in different ways.	
1687473435654	source+target_gendered_noun+pronoun;1 AGME;multi;Mixed;target_only_gendered_pronoun	Beszámolt arról, hogy az apja tanítja a lányt, és ő ad neki tanácsot, hogy mit fessen.	She reported that her father was coaching the girl and he gave her advice on what to paint.	He reported that her father was coaching the girl and he gave her advice on what to paint.	They reported that her father was coaching the girl and he gave her advice on what to paint.		They reported that their father was coaching the girl and they gave them advice on what to paint.	
1687473598510	Positive 5;multi;target_only_gendered_pronoun;name;2 AGMEs	Sandra a tárcájába nyúlt és átadott neki egy húszdollárost.	Sandra reached into her purse and handed her a 20.	Sandra reached into his purse and handed him a 20.	Sandra reached into their purse and handed them a 20.	Sandra reached into her purse and handed him a 20.|Sandra reached into his purse and handed her a 20.|Sandra reached into their purse and handed him a 20.|Sandra reached into her purse and handed them a 20.|Sandra reached into his purse and handed them a 20.|Sandra reached into their purse and handed her a 20.	Sandra reached into their purse and handed them a 20.	
1687473914806	source+target_gendered_noun+pronoun;target_only_gendered_pronoun;multi;Mixed;1 AGME	Az éttermes férfi azt mondta, nem akarja, hogy csalódottan távozzon.	The restaurant guy told her that he didn't want her to leave feeling disappointed.	The restaurant guy told him that he didn't want him to leave feeling disappointed.	The restaurant guy told them that he didn't want them to leave feeling disappointed.		The restaurant guy told them that they didn't want them to leave feeling disappointed.	
1687473971437	source+target_gendered_noun;Negative 1B;0 AGMEs	Nagymamám vonattal úton volt Auschwitzba, a haláltáborba.			My grandmother was on a train to Auschwitz, the death camp.		My grandmother was on a train to Auschwitz, the death camp.	
1687474110061	Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;multi;1 AGME	Amikor megnősült, megígérte a feleségének, hogy úgy fogja hallgatni minden nap, mintha először hallaná.	When she married her wife, she promised her she would listen to her every day as if for the first time.	When he married his wife, he promised her he would listen to her every day as if for the first time.	When they married their wife, they promised her they would listen to her every day as if for the first time.		When they married their wife, they promised them they would listen to them every day as if for the first time.	
1687474394291	Positive 1;target_only_gendered_pronoun;1 AGME	Nemrég tért vissza Irakból.	She'd just returned from Iraq.	He'd just returned from Iraq.	They'd just returned from Iraq.		They'd just returned from Iraq.	
1687474430058	Positive 1;1 AGME;target_only_gendered_pronoun	Szívből örülök annak, hogy nem dobta el az életét.	I'm really glad that she didn't take her life.	I'm really glad that he didn't take his life.	I'm really glad that they didn't take their life.		I'm really glad that they didn't take their life.	
1687474544109	Positive 1;target_only_gendered_pronoun;1 AGME	Őrnagyi rangot kapott, aztán végül nyugdíjba ment a tengerészgyalogságtól.	She was promoted to major, and she ended up retiring from the Marine Corps.	He was promoted to major, and he ended up retiring from the Marine Corps.	They were promoted to major, and they ended up retiring from the Marine Corps.		They were promoted to major, and they ended up retiring from the Marine Corps.	
1686262018285	539080;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	A nagybátyád megengedte, hogy vezesd az autóját?			Your uncle let you drive his car?		Your uncle let you drive their car?	
1686262155789	559141;Positive 1;target_only_gendered_pronoun;1 AGME	Tehetséges a festészetben.	She has a talent for painting.	He has a talent for painting.	They have a talent for painting.		They have a talent for painting.	
1686262265878	559369;Positive 1;target_only_gendered_pronoun;1 AGME	Fél a kutyáktól.	She's afraid of dogs.	He's afraid of dogs.	They're afraid of dogs.		They're afraid of dogs.	
1686262381147	559451;Positive 1;target_only_gendered_pronoun;1 AGME	Úszni tanul.	She's learning to swim.	He's learning to swim.	They're learning to swim.		They're learning to swim.	
1686262460778	559474;Positive 1;target_only_gendered_pronoun;1 AGME	Ránéztem.	I gazed at her.	I gazed at him.	I gazed at them.		I gazed at them.	
1686262643211	559541;Positive 1;target_only_gendered_pronoun;1 AGME	Bárki is legyen a könyv szerzője, az csakis egy nagyszerű író lehet.	Whoever the book's author might be, she must be a great writer.	Whoever the book's author might be, he must be a great writer.	Whoever the book's author might be, they must be a great writer.		Whoever the book's author might be, they must be a great writer.	
1688772497306	560073;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Vett neki egy kutyát.	She bought her a dog.	He bought him a dog.	They bought them a dog.	She bought him a dog. | She bought them a dog. | He bought her a dog. | He bought them a dog. | They bought her a dog. | They bought him a dog.	They bought them a dog.	
1686263156996	573606;Positive 1;target_only_gendered_pronoun;1 AGME	Soha többé nem láttam őt.	Never did I see her again.	Never did I see him again.	Never did I see them again.		Never did I see them again.	
1688772562800	574950;target_only_gendered_pronoun;1 AGME;Mixed;source+target_gendered_noun;multi	A nagybátyja gondoskodik róla.	She is taken care of by her uncle.	He is taken care of by his uncle.	They are taken care of by their uncle.		They are taken care of by their uncle.	
1686263475717	574961;Negative 1B;0 AGMEs;source+target_gendered_noun	Anyám jól főz.			My mother cooks well.		My mother cooks well.	
1686263520401	578180;Positive 1;target_only_gendered_pronoun;1 AGME	Ő volt a találkozó szervezője.	She was the organizer of the meeting.	He was the organizer of the meeting.	They were the organizer of the meeting.		They were the organizer of the meeting.	
1686263553112	581607;target_only_gendered_pronoun;Positive 1;1 AGME	Úgy döntött, abbahagyja a dohányzást.	She decided to quit smoking.	He decided to quit smoking.	They decided to quit smoking.		They decided to quit smoking.	
1686263682194	581614;Positive 1;target_only_gendered_pronoun;1 AGME	Felvágta a borítékot.	She cut open the envelope.	He cut open the envelope.	They cut open the envelope.		They cut open the envelope.	
1686263735430	581616;Positive 1;target_only_gendered_pronoun;1 AGME	Nem tudott mélyeket lélegezni.	She could not breathe deeply.	He could not breathe deeply.	They could not breathe deeply.		They could not breathe deeply.	
1686263766578	581617;Positive 1;target_only_gendered_pronoun;1 AGME	Nem tudta megszerezni a munkát.	She couldn't get the job.	He couldn't get the job.	They couldn't get the job.		They couldn't get the job.	
1686263846187	581891;Positive 1;target_only_gendered_pronoun;1 AGME	Úgy tűnik, elvesztette a történet fonalát.	She seems to have lost the thread of the story.	He seems to have lost the thread of the story.	They seem to have lost the thread of the story.		They seem to have lost the thread of the story.	
1686263991564	582560;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	A lány megmosta a haját.			The girl washed her hair.		The girl washed their hair.	
1686264041862	582599;Positive 1;target_only_gendered_pronoun;1 AGME	Házába csapott a villám.	Lightning struck her house.	Lightning struck his house.	Lightning struck their house.		Lightning struck their house.	
1686264162828	582636;Negative 1B;source+target_gendered_noun;0 AGMEs	Megengedtem a nővéremnek, hogy használja az új számítógépemet.			I allowed my sister to use my new computer.		I allowed my sister to use my new computer.	
1686264230131	583339;Positive 1;target_only_gendered_pronoun;1 AGME	Nem kedveli a sárgarépát, ezért nem ette meg.	She does not like carrots, so she did not eat it.	He does not like carrots, so he did not eat it.	They do not like carrots, so they did not eat it.		They do not like carrots, so they did not eat it.	
1686264278968	583355;Positive 1;target_only_gendered_pronoun;1 AGME	Gyanítom, hogy hazudik.	I suspect that she is lying.	I suspect that he is lying.	I suspect that they are lying.		I suspect that they are lying.	
1686264322214	584130;Positive 1;target_only_gendered_pronoun;1 AGME	Ő elutasította a kérésemet.	She rejected my request.	He rejected my request.	They rejected my request.		They rejected my request.	
1686264352054	588635;Positive 1;target_only_gendered_pronoun;1 AGME	Ő állandóan fél.	She is always scared.	He is always scared.	They are always scared.		They are always scared.	
1686264454145	593960;Positive 1;target_only_gendered_pronoun;1 AGME	Sokkal jobban van, mint tegnap.	She's much better today than yesterday.	He's much better today than yesterday.	They're much better today than yesterday.		They're much better today than yesterday.	
1686264481991	593984;Positive 1;target_only_gendered_pronoun;1 AGME	Ő eltűnt a tömegben.	She disappeared in the crowd.	He disappeared in the crowd.	They disappeared in the crowd.		They disappeared in the crowd.	
1688772740397	594012;Positive 1;target_only_gendered_pronoun;1 AGME	A tiltakozásaim után elhagyta otthonát.	After all my objections, she left home.	After all my objections, he left home.	After all my objections, they left home.		After all my objections, they left home.	
1688772795230	594044;1 AGME;target_only_gendered_noun+pronoun;Positive 4	Ő rossz gyerek.	She is a naughty girl.	He is a naughty boy.	They are a naughty child.		They are a naughty child.	
1688865392797	594059;1 AGME;target_only_gendered_pronoun;Mixed;multi;source+target_gendered_noun+pronoun	Ő imádja a bátyját, de csak ritkán találkoznak, amióta elköltözött otthonról.	She adores her older brother, but they rarely see each other since he moved away from home.	He adores his older brother, but they rarely see each other since he moved away from home.	They adore their older brother, but they rarely see each other since he moved away from home.		They adore their older brother, but they rarely see each other since they moved away from home.	
1686265055817	594964;Negative 1B;source+target_gendered_noun;0 AGMEs	A nővéremnek van állása.			My sister has a job.		My sister has a job.	
1686265106034	595705;Positive 1;target_only_gendered_pronoun;1 AGME	Nekem mindegy, hogy ő jön-e vagy sem.	It makes no difference to me whether she comes or not.	It makes no difference to me whether he comes or not.	It makes no difference to me whether they come or not.		It makes no difference to me whether they come or not.	
1686321277527	596775;Negative 1B;source+target_gendered_noun;0 AGMEs	A húgom Olaszországba ment zenét tanulni.			My sister went to Italy to study music.		My sister went to Italy to study music.	
1686321337077	596776;Positive 1;target_only_gendered_pronoun;1 AGME	Megkérdeztem őt, hogy elolvashatom-e azokat.	I asked her if I could read them.	I asked him if I could read them.	I asked them if I could read them.		I asked them if I could read them.	
1686321377485	596778;Positive 1;target_only_gendered_pronoun;1 AGME	Van szeme az emberekhez.	She has an eye for people.	He has an eye for people.	They have an eye for people.		They have an eye for people.	
1686321433412	597277;Negative 1B;source+target_gendered_noun;0 AGMEs	Segítened kell anyádnak.			You have to help your mother.		You have to help your mother.	
1687479782721	597553;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	Ő egy igazi boszorkány!			She is a true witch!		They are a true witch!	
1686321748931	598157;Positive 1;target_only_gendered_pronoun;1 AGME	A bíró egy év börtönbüntetésre ítélte.	The judge sentenced her to a year in prison.	The judge sentenced him to a year in prison.	The judge sentenced them to a year in prison.		The judge sentenced them to a year in prison.	
1688865363390	600800;target_only_gendered_pronoun;1 AGME;Mixed;multi;source+target_gendered_noun+pronoun	A felesége az olasztanárunk, a diákok nagyon szeretik.	Her wife is our Italian teacher, the pupils really like her.	His wife is our Italian teacher, the pupils really like her.	Their wife is our Italian teacher, the pupils really like her.		Their wife is our Italian teacher, the pupils really like them.	
1687479774209	601437;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	Ő minden, csak nem úriember.			He is everything but a gentleman.		They are everything but a gentleman.	
1686321962025	601913;Positive 1;target_only_gendered_pronoun;1 AGME	Azt gondolom, hogy sikert akar elérni.	I think that she wants to succeed.	I think that he wants to succeed.	I think that they want to succeed.		I think that they want to succeed.	
1686321988505	602303;Positive 1;target_only_gendered_pronoun;1 AGME	Ő hiányzott az óráról.	She was absent from class.	He was absent from class.	They were absent from class.		They were absent from class.	
1686322092640	603262;Positive 1;target_only_gendered_pronoun;1 AGME	Bár ő a szomszédom, nem nagyon ismerem.	Even though she is my neighbour, I did not know her well.	Even though he is my neighbor, I did not know him well.	Even though they are my neighbor, I did not know them well.		Even though they are my neighbour, I did not know them well.	
1686322138436	603314;Negative 1B;source+target_gendered_noun;0 AGMEs	Az anyám mérges.			My mother is angry.		My mother is angry.	
1686322186724	604296;Negative 1B;source+target_gendered_noun;0 AGMEs	A feleségeddel akarok aludni.			I want to sleep with your wife.		I want to sleep with your wife.	
1686322231870	606311;Positive 1;target_only_gendered_pronoun;1 AGME	Nem fog legyőzni.	She won't beat me.	He won't beat me.	They won't beat me.		They won't beat me.	
1686322305638	606823;Positive 1;target_only_gendered_pronoun;1 AGME	Az egyik zokniját kifordítva vette fel.	She had one of her socks on inside out.	He had one of his socks on inside out.	They had one of their socks on inside out.		They had one of their socks on inside out.	
1686322402571	606832;Positive 1;target_only_gendered_pronoun;1 AGME	Szereti a kenyeret és a vajat.	She likes bread and butter.	He likes bread and butter.	They like bread and butter.		They like bread and butter.	
1686323082924	606856;Negative 1B;source+target_gendered_noun;0 AGMEs	Édesanyám folyóiratot olvas.			My mother is reading a magazine.		My mother is reading a magazine.	
1686323130795	606857;Positive 1;target_only_gendered_pronoun;1 AGME	Csak egy kis összeg volt nála.	She had only a small sum of money.	He had only a small sum of money.	They had only a small sum of money.		They had only a small sum of money.	
1686323163658	606863;Negative 1B;source+target_gendered_noun;0 AGMEs	Ápolónő lett belőle.			She became a nurse.		She became a nurse.	
1686323278930	606864;Positive 1;target_only_gendered_pronoun;1 AGME	A doktor kórházba menést javasolt neki.	The doctor advised her to go to hospital.	The doctor advised him to go to hospital.	The doctor advised them to go to hospital.		The doctor advised them to go to hospital.	
1686323629747	610901;Negative 1B;source+target_gendered_noun;0 AGMEs	A hölgy tanítja nekünk a franciát.			The lady is teaching us French.		The lady is teaching us French.	
1686323701341	610989;Positive 1;target_only_gendered_pronoun;1 AGME	Elhessegette a legyeket.	She flapped the flies away.	He flapped the flies away.	They flapped the flies away.		They flapped the flies away.	
1686323764388	610990;Negative 1B;source+target_gendered_noun;0 AGMEs	A bátyám tanár lett Kiotóban.			My brother in Kyoto became a teacher.		My brother in Kyoto became a teacher.	
1686323907137	610995;Positive 2;name;target_only_gendered_pronoun;1 AGME	Majuko egy szoknyát tervezett magának.	Mayuko designed a dress for herself.	Mayuko designed a dress for himself.	Mayuko designed a dress for themselves.		Mayuko designed a dress for themselves.	
1686324012126	610999;Positive 2;name;1 AGME;target_only_gendered_pronoun	Majuko saját maga tervezte a ruháit.	Mayuko designed her own clothes.	Mayuko designed his own clothes.	Mayuko designed their own clothes.		Mayuko designed their own clothes.	
1686324216759	611018;Positive 1;target_only_gendered_pronoun;1 AGME	Egy üres telken parkolta le kocsiját.	She parked her car in a vacant lot.	He parked his car in a vacant lot.	They parked their car in a vacant lot.		They parked their car in a vacant lot.	
1688773288164	611022;Positive 1;target_only_gendered_pronoun;1 AGME	Nincs kitől tanácsot kérnie.	She has nobody to consult.	He has nobody to consult.	They have nobody to consult.		They have nobody to consult.	
1688865583032	611027;target_only_gendered_pronoun;1 AGME;Mixed;multi;name;source+target_gendered_noun+pronoun	Az édesanyja elkísérte Larát, mert nem akarta egyedül elengedni.	Lara was accompanied by her mother, because she didn't want to let her go alone.	Lara was accompanied by his mother, because she didn't want to let him go alone.	Lara was accompanied by their mother, because she didn't want to let them go alone.		Lara was accompanied by their mother, because they didn't want to let them go alone.	
1686324383335	611036;Positive 1;target_only_gendered_pronoun;1 AGME	Ő még a saját árnyékától is fél.	She is even afraid of her own shadow.	He is even afraid of his own shadow.	They are even afraid of their own shadow.		They are even afraid of their own shadow.	
1686324407031	611647;Positive 1;target_only_gendered_pronoun;1 AGME	Ő tovább beszélt.	She kept on talking.	He kept on talking.	They kept on talking.		They kept on talking.	
1686324910757	612297;Positive 1;target_only_gendered_pronoun;1 AGME	Vajon még mindig házas?	I wonder if she's still married.	I wonder if he's still married.	I wonder if they're still married.		I wonder if they're still married.	
1686325218802	612446;source+target_gendered_noun+pronoun;Negative 2A;multi;0 AGMEs	Egy napon, amikor a leány a forrásnál volt, odajött hozzá egy szegény asszony, aki arra kérte, hogy adjon neki inni.			One day, when the girl was at the spring, a poor lady approached her and asked her for a drink.		One day, when the girl was at the spring, a poor lady approached them and asked them for a drink.	
1686325264102	612645;Positive 1;target_only_gendered_pronoun;1 AGME	Sajnálja, hogy gondot okozott neked.	She is sorry that she caused you trouble.	He is sorry that he caused you trouble.	They are sorry that they caused you trouble.		They are sorry that they caused you trouble.	
1688773587819	612646;Positive 1;target_only_gendered_pronoun;1 AGME	Megvalósította a tervét.	She carried out her plan.	He carried out his plan.	They carried out their plan.		They carried out their plan.	
1688773606077	612647;Positive 1;target_only_gendered_pronoun;1 AGME	Nem tudta megvalósítani a tervét.	She could not carry out her plan.	He could not carry out his plan.	They could not carry out their plan.		They could not carry out their plan.	
1686329940545	613172;Positive 1;target_only_gendered_pronoun;1 AGME	Először azt gondoltam róla, hogy tanár, de nem volt az.	At first, I thought she was a teacher, but she wasn't.	At first, I thought he was a teacher, but he wasn't.	At first, I thought they were a teacher, but they weren't.		At first, I thought they were a teacher, but they weren't.	
1686329988980	613798;Positive 1;target_only_gendered_pronoun;1 AGME	A hangja elérte füleinket.	Her voice reached our ears.	His voice reached our ears.	Their voice reached our ears.		Their voice reached our ears.	
1686330902947	613806;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Az emlői még nem adnak sok tejet.			Her breasts don't give much milk yet.		Their breasts don't give much milk yet.	
1686331007832	613835;Positive 1;target_only_gendered_pronoun;1 AGME	A költségei messze meghaladják a keresetét.	Her costs far exceed her earnings.	His costs far exceed his earnings.	Their costs far exceed their earnings.		Their costs far exceed their earnings.	
1686331099967	613838;Positive 1;target_only_gendered_pronoun;1 AGME	A professzor Shakespeare-kutatásáról ismert.	The professor is noted for her study of Shakespeare.	The professor is noted for his study of Shakespeare.	The professor is noted for their study of Shakespeare.		The professor is noted for their study of Shakespeare.	
1686331165059	613846;Positive 1;target_only_gendered_pronoun;1 AGME	Ne csinálj bolondot belőle.	Don't make a fool of her.	Don't make a fool of him.	Don't make a fool of them.		Don't make a fool of them.	
1686331245589	613860;Positive 1;target_only_gendered_pronoun;1 AGME	Szeretne megszabadulni az adósságaitól.	She wants to quit her debts.	He wants to quit his debts.	They want to quit their debts.		They want to quit their debts.	
1686331312830	613864;Positive 1;target_only_gendered_pronoun;1 AGME	Nem lesz otthon ebédidőre.	She won't be home at lunch time.	He won't be home at lunch time.	They won't be home at lunch time.		They won't be home at lunch time.	
1686331339782	613869;Negative 1B;source+target_gendered_noun;0 AGMEs	A fivérem tévézik.			My brother is watching TV.		My brother is watching TV.	
1686331373745	613914;Positive 1;target_only_gendered_pronoun;1 AGME	Még nem írta meg a levelet.	She still has not written the letter.	He still has not written the letter.	They still have not written the letter.		They still have not written the letter.	
1686331418263	615265;Positive 1;target_only_gendered_pronoun;1 AGME	Hűséget esküdtem neki.	I pledged my loyalty to her.	I pledged my loyalty to him.	I pledged my loyalty to them.		I pledged my loyalty to them.	
1686331445759	615272;Positive 1;target_only_gendered_pronoun;1 AGME	Egyáltalán nem beszélt hozzám.	She didn't speak to me at all.	He didn't speak to me at all.	They didn't speak to me at all.		They didn't speak to me at all.	
1686331561898	616543;Positive 2;name;target_only_gendered_pronoun;1 AGME	Betty az ágyra feküdt.	Betty laid herself on the bed.	Betty laid himself on the bed.	Betty laid themselves on the bed.		Betty laid themselves on the bed.	
1686331674216	618084;Positive 1;target_only_gendered_pronoun;1 AGME	Ő senkit nem szeret, és senki nem szereti őt.	She doesn't like anybody, and nobody likes her.	He doesn't like anybody, and nobody likes him.	They don't like anybody, and nobody likes them.		They don't like anybody, and nobody likes them.	
1686331701771	619502;Positive 1;target_only_gendered_pronoun;1 AGME	Helytelen használattal megrongálta a gépet.	With improper use, she damaged the machine.	With improper use, he damaged the machine.	With improper use, they damaged the machine.		With improper use, they damaged the machine.	
1686331841062	619508;Positive 1;target_only_gendered_pronoun;1 AGME	Ezek az én könyveim, azok ott az övéi.	These are my books, those are hers.	These are my books, those are his.	These are my books, those are theirs.		These are my books, those are theirs.	
1686331880015	619509;Positive 1;target_only_gendered_pronoun;1 AGME	A gyermek kérdésekkel idegesítette.	The child annoyed her with questions.	The child annoyed him with questions.	The child annoyed them with questions.		The child annoyed them with questions.	
1686334292900	619567;Positive 1;target_only_gendered_pronoun;1 AGME	Láttam őt feljönni az emeletre.	I saw her coming upstairs.	I saw him coming upstairs.	I saw them coming upstairs.		I saw them coming upstairs.	
1686334318221	619591;Positive 1;target_only_gendered_pronoun;1 AGME	Nem futott elég gyorsan ahhoz, hogy elérje a buszt.	She didn't run fast enough to catch the bus.	He didn't run fast enough to catch the bus.	They didn't run fast enough to catch the bus.		They didn't run fast enough to catch the bus.	
1688775942486	619705;Positive 1;target_only_gendered_pronoun;1 AGME	Azt kívánja, bárcsak keményebben tanult volna fiatal korában.	She wishes she had studied harder when she was young.	He wishes he had studied harder when he was young.	They wish they had studied harder when they were young.		They wish they had studied harder when they were young.	
1686334452237	622067;Positive 1;target_only_gendered_pronoun;1 AGME	Jövőre lesz tizenhét éves.	She will be seventeen next year.	He will be seventeen next year.	They will be seventeen next year.		They will be seventeen next year.	
1686334511197	625212;Positive 1;target_only_gendered_pronoun;1 AGME	Megértettem vele, hogy tévedett.	I persuaded her that she was wrong.	I persuaded him that he was wrong.	I persuaded them that they were wrong.		I persuaded them that they were wrong.	
1686334535399	626053;Positive 1;target_only_gendered_pronoun;1 AGME	Kiugrott az ablakon.	She jumped out of the window.	He jumped out of the window.	They jumped out of the window.		They jumped out of the window.	
1686334560419	626072;Positive 1;target_only_gendered_pronoun;1 AGME	Megparancsolta nekem a kapu bezárását.	She commanded me to shut the gate.	He commanded me to shut the gate.	They commanded me to shut the gate.		They commanded me to shut the gate.	
1686334583494	626080;Positive 1;target_only_gendered_pronoun;1 AGME	Egy pár cipőt vásárolt.	She bought a pair of shoes.	He bought a pair of shoes.	They bought a pair of shoes.		They bought a pair of shoes.	
1686334879774	626083;name;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Kinosita úr tegnap az irodában felejtette a szemüvegét.			Mr Kinoshita left his glasses behind in the office yesterday.		Mr Kinoshita left their glasses behind in the office yesterday.	
1686334916665	626086;Positive 1;target_only_gendered_pronoun;1 AGME	Korai harmincas éveiben van.	She is in her early thirties.	He is in his early thirties.	They are in their early thirties.		They are in their early thirties.	
