id	labels	source	female translation	male translation	neutral translation	variants	all gender neutral pronouns
1.68729E+12	3250253;Negative 2B;source+target_gendered_noun;0 AGMEs	Siskoni muistuttaa isoäitiäni.			My sister resembles my grandmother.		My sister resembles my grandmother.
1.68729E+12	3251953;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Äitini valmistaa päivällistä hänelle.	My mother is preparing dinner for her.	My mother is preparing dinner for him.	My mother is preparing dinner for them.		My mother is preparing dinner for them.
1.68729E+12	3261009;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hän kuin kaksi vuotta häntä vanhempi.	She's two years older than her.	He's two years older than him.	They're two years older than them.	He's two years older than her. | He's two years older than them. | She's two years older than him. | She's two years older than them. | They're two years older than him. | They're two years older than her.	They're two years older than them.
1.68729E+12	3261070;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Joku kertoi minulle, että hänellä on poikaystävä.	Somebody told me she had a boyfriend.	Somebody told me he had a boyfriend.	Somebody told me they had a boyfriend.		Somebody told me they had a boyfriend.
1.68729E+12	3261649;Negative 2A;source+target_gendered_noun+pronoun;multi;0 AGMEs	Mies huusi niin lujaa kuin häneltä lähti ääntä, että hänen vaimonsa saattoi kuulla hänet imurinsa hurinalta.			The man shouted at the top of his lungs so his wife could hear him over the sound of her vacuum cleaner.		The man shouted at the top of their lungs so their wife could hear them over the sound of their vacuum cleaner.
1.68729E+12	3261744;Negative 2A;source+target_gendered_noun+pronoun;0 AGMEs;multi	Kun poika oli poissa pulpettinsa äärestä, tyttö piirsi hänestä karikatyyrin vihkonsa kanteen.			While the boy was away from his desk, the girl drew a caricature of him on the cover of her notebook.		While the boy was away from their desk, the girl drew a caricature of them on the cover of their notebook.
1.68729E+12	3262134;Negative 2A;source+target_gendered_noun+pronoun;0 AGMEs;multi	Mies osti tyttärelleen Macintoshin syntymäpäivälahjaksi.			The man bought his daughter a Macintosh for her birthday.		The man bought their daughter a Macintosh for their birthday.
1.68729E+12	3262479;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;name;1 AGME	Tuulikki väärensi äitinsä allekirjoituksen.	Tuulikki forged her mother's signature.	Tuulikki forged his mother's signature.	Tuulikki forged their mother's signature.		Tuulikki forged their mother's signature.
1.68729E+12	3262487;Negative 2A;source+target_gendered_noun+pronoun;multi;0 AGMEs	Veljeni otti tyttöystävänsä nimen tatuointina käsivarteensa, mutta sitten tyttöystävä jätti hänet.			My brother got his girlfriend's name tattooed on his arm, but then she left him.		My brother got their girlfriend's name tattooed on their arm, but then they left them.
1.68729E+12	3262641;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;name;1 AGME;multi	Reijo nimesi veneensä tyttöystävänsä mukaan, mutta sitten tyttöystävä jätti hänet.	Reijo named her boat after her girlfriend, but then she left her.	Reijo named his boat after his girlfriend, but then she left him.	Reijo named their boat after their girlfriend, but then she left them.		Reijo named their boat after their girlfriend, but then they left them.
1.68729E+12	3262650;Positive 5;target_only_gendered_pronoun;multi;name;2 AGMEs	Teuvo soitti pomolleen kertoakseen, että hän ei olisi tulossa tänään.	Teuvo rang her boss to tell her she wouldn't be coming in today.	Teuvo rang his boss to tell him he wouldn't be coming in today.	Teuvo rang their boss to tell them they wouldn't be coming in today.	Teuvo rang his boss to tell her he wouldn't be coming in today. | Teuvo rang his boss to tell them he wouldn't be coming in today. | Teuvo rang her boss to tell him she wouldn't be coming in today. | Teuvo rang her boss to tell them she wouldn't be coming in today. | Teuvo rang their boss to tell him they wouldn't be coming in today. | Teuvo rang their boss to tell her they wouldn't be coming in today.	Teuvo rang their boss to tell them they wouldn't be coming in today.
1.68729E+12	3263209;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;name;1 AGME	Joonas vannoi kuolematonta rakkauttaan tyttöystävälleen.	Joonas swore her undying love to her girlfriend.	Joonas swore his undying love to his girlfriend.	Joonas swore their undying love to their girlfriend.		Joonas swore their undying love to their girlfriend.
1.68729E+12	3263312;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Joni kirjoitti naiselle rakkauskirjeen, mutta hän ei lähettänyt sitä.	Joni wrote the woman a love letter, but she did not send it.	Joni wrote the woman a love letter, but he did not send it.	Joni wrote the woman a love letter, but they did not send it.		Joni wrote the woman a love letter, but they did not send it.
1.68729E+12	3269877;Positive 2;target_only_gendered_pronoun;name;1 AGME	Erkki haastoi baarissa riitaa vieressään olevien yliopisto-opiskelijoiden kanssa.	Erkki picked a fight with college kids near her at the bar.	Erkki picked a fight with college kids near him at the bar.	Erkki picked a fight with college kids near them at the bar.		Erkki picked a fight with college kids near them at the bar.
1.68729E+12	3276400;Negative 1A;source+target_gendered_noun+pronoun;non-AGME-name;0 AGMEs	Felixin isoäiti on melko heikossa kunnossa ja tarvitsee apua päivittäisissä toimissaan.			Felix's grandmother is quite feeble and needs help with her daily activities.		It's not an issue if a man argues with their wife, but they shouldn't hit them.
1.68729E+12	3276651;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Hän riiteli veljensä kanssa.	She argued with her brother.	He argued with his brother.	They argued with their brother.		They argued with their brother.
1.68729E+12	3277555;Positive 2;target_only_gendered_pronoun;name;1 AGME	Eetu sanoi, että hän oli hämmentynyt ja turhautunut.	Eetu said that she was confused and frustrated.	Eetu said that he was confused and frustrated.	Eetu said that they were confused and frustrated.		Eetu said that they were confused and frustrated.
1.68729E+12	3277585;Negative 2B;source+target_gendered_noun;0 AGMEs	Et voi olla partiopoika, mutta voisit olla partiotyttö.			You can't be a Boy Scout, but you could be a Girl Scout.		You can't be a Boy Scout, but you could be a Girl Scout.
1.68729E+12	3277887;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;name;1 AGME	Aatu ja hänen isänsä rakensivat tämän.	Aatu and her dad built this.	Aatu and his dad built this.	Aatu and their dad built this.		Aatu and their dad built this.
1.68729E+12	3279154;Positive 3;target_only_gendered_noun;1 AGME	Poliisi söi palan piirakkaa.	The policewoman ate a piece of the pie.	The policeman ate a piece of the pie.	The police officer ate a piece of the pie.		The police officer ate a piece of the pie.
1.68729E+12	3280669;Mixed;source+target_gendered_noun;target_only_gendered_noun;1 AGME;name	Karin isä ei hyväksy Karin pitkiä hiuksia ja partaa.	Kar's father doesn't approve of her having long hair and a beard.	Kar's father doesn't approve of him having long hair and a beard.	Kar's father doesn't approve of them having long hair and a beard.		Kar's father doesn't approve of them having long hair and a beard.
1.68729E+12	3281432;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Hän on allerginen tytöille.	She is allergic to girls.	He is allergic to girls.	They are allergic to girls.		They are allergic to girls.
1.68729E+12	3282013;Positive 3;target_only_gendered_noun;1 AGME	Asun nyt lapsenlapseni kanssa.	I'm living with my granddaughter now.	I'm living with my grandson now.	I'm living with my grandchild now.		I'm living with my grandchild now.
1.68729E+12	3283409;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME;name	Kaapo myi yrityksensä tyttärelleen.	Kaapo sold her company to her daughter.	Kaapo sold his company to his daughter.	Kaapo sold their company to their daughter.		Kaapo sold their company to their daughter.
1.68729E+12	3283413;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME;Mixed	Äitini tuntee hänen äitinsä.	My mother knows her mother.	My mother knows his mother.	My mother knows their mother.		My mother knows their mother.
1.68729E+12	3284887;target_only_gendered_pronoun;Mixed;source+target_gendered_noun;1 AGME	Hän ei ikinä kertonut minulle, että sinulla on sisko.	She never told me she had a sister.	He never told me he had a sister.	They never told me they had a sister.		They never told me they had a sister.
1.68729E+12	3285026;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs;name	Sofia pyysi Maria kertomaan hänelle miksi Mari jättää hänet.	Sofia asked Mari to tell her why she was leaving her.	Sofia asked Mari to tell him why he was leaving him.	Sofia asked Mari to tell them why they were leaving them.	Sofia asked Mari to tell him why she was leaving him. | Sofia asked Mari to tell him why they were leaving him. | Sofia asked Mari to tell her why he was leaving her. | Sofia asked Mari to tell her why they were leaving her. | Sofia asked Mari to tell them why he was leaving them. | Sofia asked Mari to tell them why she was leaving them.	Sofia asked Mari to tell them why they were leaving them.
1.68729E+12	3285061;Negative 1B;non-AGME-name;source+target_gendered_noun;0 AGMEs	Ilonan kimppuun hyökkäsi Marjukan sisko.			Ilona was attacked by Marjukka's sister.		Ilona was attacked by Marjukka's sister.
1.68729E+12	3285154;Negative 2B;source+target_gendered_noun;0 AGMEs	Antin kaltainen poika ei ansaitse Elinan laista tyttöä.			A boy like Antti doesn't deserve a girl like Elina.		A boy like Antti doesn't deserve a girl like Elina.
1.68729E+12	3285944;Positive 3;target_only_gendered_noun;1 AGME	Lapsenlapseni runokokoelma on juuri julkaistu.	A collection of my granddaughter's verses has just been published.	A collection of my grandson's verses has just been published.	A collection of my grandchild's verses has just been published.		A collection of my grandchild's verses has just been published.
1.68729E+12	3286208;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Isä elättää perheensä.			A father provides for his family.		A father provides for their family.
1.68729E+12	3286494;Positive 3;target_only_gendered_noun;1 AGME	Muutaman minuutin kävely toi näyttelijän eläintarhalle.	A few minutes' walk brought the actress to the zoo.	A few minutes' walk brought the actor to the zoo.	A few minutes' walk brought the actor to the zoo.		A few minutes' walk brought the actor to the zoo.
1.68729E+12	3290207;Negative 2B;source+target_gendered_noun;0 AGMEs	Hyvä aviomies tekee hyvän vaimon.			A good husband makes a good wife.		A good husband makes a good wife.
1.68737E+12	3290596;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Hyvä myyntimies ei tunkeudu luvattomasti asiakkaansa aikaan.			A good salesman will not encroach on his customer's time.		A good salesman will not encroach on their customer's time.
1.68737E+12	3295741;Negative 2A;source+target_gendered_noun;multi;0 AGMEs	Isä kysyi äidiltä auttaisiko hän häntä.			Dad asked Mom if she'd help him.		Dad asked Mom if they'd help them.
1.68737E+12	3304139;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hän rakastui häneen ensisilmäyksellä.	She fell in love with her at first sight.	He fell in love with him at first sight.	They fell in love with them at first sight.	He fell in love with her at first sight. | He fell in love with them at first sight. | She fell in love with him at first sight. | She fell in love with them at first sight. | They fell in love with him at first sight. | They fell in love with her at first sight.	They fell in love with them at first sight.
1.68737E+12	3305408;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hän antaa hänelle kaiken mitä hän pyytää.	She gives her everything she asks for.	He gives him everything he asks for.	They give them everything they ask for.	She gives him everything he asks for. | They give him everything he asks for. | He gives her everything she asks for. | They give her everything she asks for. | He gives them everything they ask for. | She gives them everything they ask for.	They give them everything they ask for.
1.68737E+12	3311540;Positive 3;target_only_gendered_noun;1 AGME	Lapsenlapseni jätti neuvoni huomioimatta.	My granddaughter disregarded my advice.	My grandson disregarded my advice.	My grandchild disregarded my advice.		My grandchild disregarded my advice.
1.68737E+12	3311556;Negative 2A;source+target_gendered_noun+pronoun;multi;0 AGMEs	Mies on niin vanha kuin mitä hän tuntee olevansa ja nainen on niin vanha kuin miltä hän näyttää.			A man is as old as he feels and a woman as old as she looks.		A man is as old as they feels and a woman as old as they look.
1.68737E+12	3311581;Positive 3;target_only_gendered_noun;1 AGME	Lapsenlapseni ei osaa soittaa pianoa hyvin.	My granddaughter can't play piano very well.	My grandson can't play piano very well.	My grandchild can't play piano very well.		My grandchild can't play piano very well.
1.68737E+12	3311639;Positive 2;name;non-AGME-name;target_only_gendered_pronoun;1 AGME	Mauno alkoi syödä voileipää, jonka Silja teki hänelle.	Mauno started eating the sandwich Silja made for her.	Mauno started eating the sandwich Silja made for him.	Mauno started eating the sandwich Silja made for them.		Mauno started eating the sandwich Silja made for them.
1.68737E+12	3317042;Negative 2B;source+target_gendered_noun;0 AGMEs	Isoisäni menehtyi aikaisemmin kuin isoisoisäni.			My grandfather passed away earlier than my great-grandfather.		My grandfather passed away earlier than my great-grandfather.
1.68737E+12	3317048;Negative 2B;source+target_gendered_noun;0 AGMEs	Molemmat veljistäni ovat naimisissa, mutta siskoni ovat kaikki naimattomia.			Both my brothers are married, but my sisters are all single.		Both my brothers are married, but my sisters are all single.
1.68737E+12	3317078;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hänen riipaisevan ilkeämielinen kommenttinsa teki selväksi mitä mieltä hän oli hänen huomautuksistaan.	Her scathing putdown made it clear what she thought of her comments.	His scathing putdown made it clear what he thought of his comments.	Their scathing putdown made it clear what they thought of their comments.	His scathing putdown made it clear what he thought of her comments. | His scathing putdown made it clear what he thought of their comments. | Her scathing putdown made it clear what she thought of his comments. | Her scathing putdown made it clear what she thought of their comments. | Their scathing putdown made it clear what they thought of his comments. | Their scathing putdown made it clear what they thought of her comments.	Their scathing putdown made it clear what they thought of their comments.
1.68737E+12	3317079;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Isoäitini oli lähes kuusikymmentä kun hänellä alkoi vaihdevuodet.			My grandmother was nearly sixty when she entered menopause.		My grandmother was nearly sixty when they entered menopause.
1.68737E+12	3317137;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Keski-ikäinen nainen selkäreppu selässään näytti etsivän istumapaikkaa.			A middle-aged woman with a knapsack on her back seemed to be looking for a place to sit down.		A middle-aged woman with a knapsack on their back seemed to be looking for a place to sit down.
1.68737E+12	3317313;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Emojänis pitää poikasensa lämpiminä omalla kehollaan.			A mother rabbit keeps her babies warm with her own body.		A mother rabbit keeps their babies warm with their own body.
1.68737E+12	3318358;Negative 1A;Negative 2B;source+target_gendered_noun+pronoun;source+target_gendered_noun;0 AGMEs	Hän on isäni äiti.			She is my father's mother.		They're my father's mother.
1.68737E+12	3318364;Negative 2B;source+target_gendered_noun;0 AGMEs	Kuninkaan äiti on kuollut.			The king's mother is dead.		The king's mother is dead.
1.68737E+12	3318385;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;name;1 AGME	Esimiehensä aggressiivisesta homofobiasta johtuen Sara oli liian peloissaan tuodakseen tyttöystäväänsä toimiston juhliin.	Due to her boss's aggressive homophobia, Sara was too intimidated to bring her girlfriend to the office party.	Due to his boss's aggressive homophobia, Sara was too intimidated to bring his girlfriend to the office party.	Due to their boss's aggressive homophobia, Sara was too intimidated to bring their girlfriend to the office party.		Due to their boss's aggressive homophobia, Sara was too intimidated to bring their girlfriend to the office party.
1.68737E+12	3318432;Negative 2B;source+target_gendered_noun;0 AGMEs	Tulen hyvin toimeen sisarpuoleni kanssa, mutta en äitipuoleni kanssa.			I get along well with my stepsister but not with my stepmother.		I get along well with my stepsister but not with my stepmother.
1.68737E+12	3318698;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Hän on huolehtinut sairaasta siskostaan kymmenen vuotta.	She has been looking after her sick sister for ten years.	He has been looking after his sick sister for ten years.	They have been looking after their sick sister for ten years.		They have been looking after their sick sister for ten years.
1.68737E+12	3321559;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Millä luokalla hänen siskonsa on?	What grade is her sister in?	What grade is his sister in?	What grade is their sister in?		What grade is their sister in?
1.68737E+12	3325426;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME;name	Jaakolla on vain hataria muistikuvia isoisästään.	Jaakko only has faint memories of her grandfather.	Jaakko only has faint memories of his grandfather.	Jaakko only has faint memories of their grandfather.		Jaakko only has faint memories of their grandfather.
1.68737E+12	3328764;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Kuningas uskoo ja toivoo alamaistensa kannattavan häntä ainiaan.			The king hopes and believes that the love that his people show to him will last forever.		The king hopes and believes that the love that their people show to them will last forever.
1.68737E+12	3331916;Negative 2A;source+target_gendered_noun+pronoun;multi;0 AGMEs	Mies kysyi naiselta onko hän tämän mielestä komea.			The man asked the woman if she thought he was handsome.		The man asked the woman if they thought they were handsome.
1.68737E+12	3333374;Negative 2B;source+target_gendered_noun;0 AGMEs	Isoäitini karkasi lehmipojan matkaan.			My grandmother ran off with a cowboy.		My grandmother ran off with a cowboy.
1.68737E+12	3334922;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Hänellä on vaimo ja lapsia.	She has a wife and kids.	He has a wife and kids.	They have a wife and kids.		They have a wife and kids.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, oli todella hyödyllistä kuulla komission jäsenen lausunto.	Madam President, it was very useful to hear that statement from the Commissioner.	Mr. President, it was very useful to hear that statement from the Commissioner.	Honored President, it was very useful to hear that statement from the Commissioner.		Honored President, it was very useful to hear that statement from the Commissioner.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, haluaisin puhua ensiksi avoimuutta koskevasta mietinnöstä PPE-DE-ryhmän puolesta. Ryhmäni kannattaa tätä neuvoston hyväksymää pakettia.	Madam President, I would like first to speak on the transparency directive on behalf of the PPE-DE Group, which supports this package from the presidency.	Mr. President, I would like first to speak on the transparency directive on behalf of the PPE-DE Group, which supports this package from the presidency.	Honored President, I would like first to speak on the transparency directive on behalf of the PPE-DE Group, which supports this package from the presidency.		Honored President, I would like first to speak on the transparency directive on behalf of the PPE-DE Group, which supports this package from the presidency.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, luulen kaikkien täällä olevan helpottuneita nähdessään, että nämä kaksi direktiiviä hyväksytään lopultakin niin kovan työn jälkeen.	Madam President, I think that everyone here is relieved to see these two directives finally adopted after so much work.	Mr. President, I think that everyone here is relieved to see these two directives finally adopted after so much work.	Honored President, I think that everyone here is relieved to see these two directives finally adopted after so much work.		Honored President, I think that everyone here is relieved to see these two directives finally adopted after so much work.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, arvoisa komission jäsen, kummankin direktiivin hyväksyminen tänään on myönteinen asia.	Madam President, Commissioner, the adoption of both directives today is a welcome development.	Mr. President, Commissioner, the adoption of both directives today is a welcome development.	Honored President, Commissioner, the adoption of both directives today is a welcome development.		Honored President, Commissioner, the adoption of both directives today is a welcome development.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, olemme ottaneet kaksi uutta edistysaskelta rahoituspalveluja koskevassa toimintasuunnitelmassa emmekä onneksi yhtään askelta taaksepäin.	Madam President, we have taken another two steps forward in the financial services action plan, and fortunately not one step back.	Mr. President, we have taken another two steps forward in the financial services action plan, and fortunately not one step back.	Honored President, we have taken another two steps forward in the financial services action plan, and fortunately not one step back.		Honored President, we have taken another two steps forward in the financial services action plan, and fortunately not one step back.
1.68737E+12	Positive 5;target_only_gendered_noun;name;2 AGMEs	Arvoisa puhemies, ensinnäkin haluan kiittää esittelijäämme Villiersiä, joka on suhtautunut hyvin kärsivällisesti tiettyihin kannanottoihin ja suunnanmuutoksiin tämän pitkän prosessin aikana, jonka päätteeksi saatiin aikaan kompromissi, josta äänestämme huomenna.	Madam President, first of all I would like to thank our rapporteur Mrs Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow.	Mr. President, first of all I would like to thank our rapporteur Mr Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow.	Honored President, first of all I would like to thank our rapporteur Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow.	Mr. President, first of all I would like to thank our rapporteur Mrs Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow. | Mr. President, first of all I would like to thank our rapporteur Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow. | Madam President, first of all I would like to thank our rapporteur Mr Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow. | Madam President, first of all I would like to thank our rapporteur Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow. | Honored President, first of all I would like to thank our rapporteur Mr Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow. | Honored President, first of all I would like to thank our rapporteur Mrs Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow.	Honored President, first of all I would like to thank our rapporteur Villiers, who has demonstrated remarkable patience in the light of certain positions and changes of direction during this long procedurewhich has finally ended in the compromise on which we must vote tomorrow.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, avoimuusvaatimuksia koskeva direktiiviehdotus on hyvin tärkeä osa rahoituspalveluja koskevaa toimintasuunnitelmaa, ja sen tarkoituksena on yhdenmukaistaa arvopapereita ja niiden liikkeeseenlaskijoita koskevaa avoimuutta.	Madam President, the proposal for a directive on transparency requirements is a very important part of the Financial Services Action Plan and is meant to harmonise the transparency requirements for securities and for those who issue them.	Mr. President, the proposal for a directive on transparency requirements is a very important part of the Financial Services Action Plan and is meant to harmonise the transparency requirements for securities and for those who issue them.	Honored President, the proposal for a directive on transparency requirements is a very important part of the Financial Services Action Plan and is meant to harmonise the transparency requirements for securities and for those who issue them.		Honored President, the proposal for a directive on transparency requirements is a very important part of the Financial Services Action Plan and is meant to harmonise the transparency requirements for securities and for those who issue them.
1.68737E+12	Positive 5;target_only_gendered_noun;name;3 AGMEs	Arvoisa puhemies, arvoisa komission jäsen Bolkestein, jäsen Skinner, jäsen Villiers, mielestäni parlamentti voi olla tyytyväinen tähän tärkeää kysymystä koskevaan työhön ja erityisesti rahoitusvälinemarkkinoita koskevaan direktiiviin.	Madam President, Commissioner Bolkestein, Mrs Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments.	Mr. President, Commissioner Bolkestein, Mr Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments.	Honored President, Commissioner Bolkestein, member Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments.	Mr. President, Commissioner Bolkestein, Mrs Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Mr. President, Commissioner Bolkestein, Mrs Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Mr. President, Commissioner Bolkestein, Mrs Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. | Mr. President, Commissioner Bolkestein, Mr Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Mr. President, Commissioner Bolkestein, Mr Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Mr. President, Commissioner Bolkestein, member Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Mr. President, Commissioner Bolkestein, member Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Mr. President, Commissioner Bolkestein, member Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. | Madam President, Commissioner Bolkestein, Mrs Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Madam President, Commissioner Bolkestein, Mr Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Madam President, Commissioner Bolkestein, Mrs Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. | Madam President, Commissioner Bolkestein, Mr Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Madam President, Commissioner Bolkestein, Mr Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Madam President, Commissioner Bolkestein, member Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Madam President, Commissioner Bolkestein, member Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Madam President, Commissioner Bolkestein, member Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. | Honored President, Commissioner Bolkestein, Mrs Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Honored President, Commissioner Bolkestein, Mr Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Honored President, Commissioner Bolkestein, Mrs Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. | Honored President, Commissioner Bolkestein, Mr Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Honored President, Commissioner Bolkestein, Mr Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Honored President, Commissioner Bolkestein, member Skinner, Mr Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Honored President, Commissioner Bolkestein, member Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments. |Honored President, Commissioner Bolkestein, Mrs Skinner, Mrs Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments.	Honored President, Commissioner Bolkestein, member Skinner, member Villiers, I believe that this Parliament can be satisfied with the work carried out on such an important issue and, in particular, on the directive on markets in financial instruments.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, lopuksi ilmoitan, että me Lista Bonino -liikkeen radikaalijäsenet äänestämme kompromissin puolesta.	To conclude, Madam President, I announce that the radical Members of the Lista Bonino will vote in favour of this compromise.	To conclude, Mr. President, I announce that the radical Members of the Lista Bonino will vote in favour of this compromise.	To conclude, Honored President, I announce that the radical Members of the Lista Bonino will vote in favour of this compromise.		To conclude, Honored President, I announce that the radical Members of the Lista Bonino will vote in favour of this compromise.
1.68737E+12	Positive 3;target_only_gendered_noun;1 AGME	Arvoisa puhemies, minulla ei ole paljon lisää sanottavaa, sillä komissiolle osoitettiin vain muutama kysymys.	Madam President, there is not much more I can say, since only a few questions have been addressed to the Commission.	Mr. President, there is not much more I can say, since only a few questions have been addressed to the Commission.	Honored President, there is not much more I can say, since only a few questions have been addressed to the Commission.		Honored President, there is not much more I can say, since only a few questions have been addressed to the Commission.
1.68737E+12	Positive 1;target_only_gendered_pronoun;1 AGME	Olen hänen kanssaan samaa mieltä ja haluaisin todeta, että kompromississa myönnetään, että sijoittajien on saatava parempia tietoja yritysjohdolle maksettavista korvauksista.	In agreement with her, I should like to say that the compromise acknowledges that investors must be provided with better information on executive remuneration.	In agreement with him, I should like to say that the compromise acknowledges that investors must be provided with better information on executive remuneration.	In agreement with them, I should like to say that the compromise acknowledges that investors must be provided with better information on executive remuneration.		In agreement with them, I should like to say that the compromise acknowledges that investors must be provided with better information on executive remuneration.
